prefix_type,address,privkey_hex,privkey_decimal
PATTERN:1A1,1A1BQgoE3zMAH16KvdSQShq5DeSQLS9aNF,,
PATTERN:1A1,1A1BXXNB8ei4dzN3VDtyVGpTPMJz2Lb44e,,
PATTERN:1A1,1A1C7BKGcNPiDyNNyScTJrRyZmwhQkyLz7,,
PATTERN:1A1,1A1CfynHrD8U3pDqZ5uwm7VgVR9WoSLXvB,,
PATTERN:1A1,1A1Cjo6AEHgSfj8rDtBTZFvkebtwbZxQYG,,
PATTERN:1A1,1A1D5SZd3BpaPp4s98o6RF77wDEaN1zcRv,,
PATTERN:1A1,1A1Ea6RKeavKy2kdAQ7WAi7UNddUz4PYN8,,
PATTERN:1A1,1A1FByZiLdHmqGvSa7JDoPJJkKWNYoQQ1R,,
PATTERN:1A1,1A1Fit8pLJww9xvCzAKyAnVbr4M4Vji61K,,
PATTERN:1A1,1A1GB1JLR7yYvULFQXiXNubhSmSTQ6gVR2,,
PATTERN:1A1,1A1GnbMm3CEH58ESzrixHk6Pimb2YB7Eqk,,
PATTERN:1A1,1A1JKRaPygtevj163qoYKRzVH6efkQaCqH,,
PATTERN:1A1,1A1JrPMK9ywExuG38AEt2mQyXusvWCnAPA,,
PATTERN:1A1,1A1KoUa1pSW9aZkEDywmNM5c7dfXLF62gB,,
PATTERN:1A1,1A1MAtx3JhPyZtGQmnsDqLGkeHCiGjYrKX,,
PATTERN:1A1,1A1MQNh7FVghksW7rWB4KeYhmE4jaZNG3G,,
PATTERN:1A1,1A1NzrHacupcr4h9kVoCXGoRHQz4bmVgQF,,
PATTERN:1A1,1A1QASE3GmSPckGKALJGYJFfiJ91z82PRa,,
PATTERN:1A1,1A1QekQKCQX4aADQFf8nku4ywhsZLMeMUy,,
PATTERN:1A1,1A1SPHnjg4rqf1sgrYGuhZJ4xhS5YfVd29,,
PATTERN:1A1,1A1Sthye9GEXiqiM5fbAH5M5WNXhdv15L1,,
PATTERN:1A1,1A1T4MXJ5uTqWeQ9vkNQCvwA4n9Q8FATxd,,
PATTERN:1A1,1A1UGcs7Kw7HYPG4bX7faxpisLxt2ZLXuB,,
PATTERN:1A1,1A1UWdeQErqfhdPeeii4azetWUDdnAaWKf,,
PATTERN:1A1,1A1VvgQuLKTcUkPDMXvhYW8tvsPJv27bzR,,
PATTERN:1A1,1A1VyQJwt1VxLJCZb5AECxJR7muYKKL8jS,,
PATTERN:1A1,1A1WFnaG1BdQaLxQjQ7gm4rjqkzj9C8VvP,,
PATTERN:1A1,1A1WWSDQKtiRbSDg41Jin27sGYKejtskr3,,
PATTERN:1A1,1A1X9TPuSzjriEtjhvaqsXnc8uc58hk4ro,,
PATTERN:1A1,1A1XT6f1BYmfKFMC8M9EyfqnQXMSSDB3fb,,
PATTERN:1A1,1A1XjzSLcxvcsMKupqV74iTBZT9CoUB2oC,,
PATTERN:1A1,1A1YKxc6aiE5PFx2EbLwsBipakw3FWbxza,,
PATTERN:1A1,1A1ZNWeUMr5aGN8MiqnbzvT3A7GxywVhrU,,
PATTERN:1A1,1A1Zm495areMKpuEnEWUNoa8X2F9Na9jix,,
PATTERN:1A1,1A1bHduzRcxETWVbHjALftavFfdwvFn5sg,,
PATTERN:1A1,1A1dKPfLxLNWUurmnGE9Rr262t4oyvjMLH,,
PATTERN:1A1,1A1dWVsVpraNV9eTgwR3EqEm1t5Nzxrdqi,,
PATTERN:1A1,1A1dvw36HJ4iWv4Wfe4LpMyEa8uq7CNZCo,,
PATTERN:1A1,1A1ehUbKLXr3Ac6Zvaq8Ab47uKWuCbhXDZ,,
PATTERN:1A1,1A1fCXRrzrJdBdLyey9ThqbVrVSyvrEt3X,,
PATTERN:1A1,1A1g5GT2hqeHuZR8PFoxX1zqbfW3rXU8yG,,
PATTERN:1A1,1A1gveqxTv1yTPY2a8F9nhuZfzetbBZLTJ,,
PATTERN:1A1,1A1huwYjyHrR2tM7ixpXfsErnCV4qqUKJZ,,
PATTERN:1A1,1A1j1wwQnF2tf31mp8dFSnPaCzx11VThAi,,
PATTERN:1A1,1A1mtuXytsU3xqPgwV8dyMw152mrp1mqec,,
PATTERN:1A1,1A1nxBpxnrMpHVf5CHsrsgSxCvyyajxpqf,,
PATTERN:1A1,1A1o3kU6AG9YtqoEyMLWyeNpLnTqgfH8vd,,
PATTERN:1A1,1A1orpmspmCghUxaKttfxRQZsHwWDie4rp,,
PATTERN:1A1,1A1p2fyS2Yrh8gHvWZyWxM539aDGCSY65v,,
PATTERN:1A1,1A1pPMGghbyjzGJuRwybtLy14ycK3mV36q,,
PATTERN:1A1,1A1s9kBacSxAXn5cQqzAoUtfjg2iMQSJ6n,,
PATTERN:1A1,1A1sFnmRP59r4GZSX4Wd3xF8sAYTUt1yny,,
PATTERN:1A1,1A1t4g4snW7vvM1eRXQw1jYvPo7FT6t5jf,,
PATTERN:1A1,1A1tLTFsKmFTGYL6P5d14AGdHUauFJyyEr,,
PATTERN:1A1,1A1uvefhGQGuD1Nc4QEdut4U1P6Y8a66WX,,
PATTERN:1A1,1A1xeA4mpL6ErGFbdNnLU3Z9DsFKouoMbo,,
PATTERN:1A1,1A1yJViyin49SLTfW8RV8CqiCQRG3BFHfC,,
PATTERN:1A1,1A1yLBj6PukueDSu5QCNXhKx5vZUYkKLFH,,
PATTERN:1A1,1A1yLpgCnacte9Fqg4L7wa38NBLC5t2ucX,,
PATTERN:1A1,1A1yRm7T5TBjgaawzStBr7UwPBGSG5MLgh,,
PATTERN:1A1,1A1yaDCDXPYi4JJkKoPTDTHwjz4uT1MyHb,,
PATTERN:1Fe,1FeQMzxNF98cwggfttxPWDkTw6ma1eGcQ,,
PATTERN:1Fe,1Fe1HdiJi76UevxZkvxWxvd3Z9U2mEwayy,,
PATTERN:1Fe,1Fe2QM9BKiC4RedGUnC2NYFZeciZsR49MN,,
PATTERN:1Fe,1Fe2vsgGvUVTKoVxct7LB4rmm44oPPxtVU,,
PATTERN:1Fe,1Fe4B3CNUhjX49GUvDU5emSpvfSaicUCsu,,
PATTERN:1Fe,1Fe4hc5ptiPWsuKzxhpJqRC3h7pkPXbGwy,,
PATTERN:1Fe,1Fe4sKocZmCc1SfG79ptPjFkYCMgtEgNLZ,,
PATTERN:1Fe,1Fe4vnoMo9DhCD7Wg2Ect5aZBhgrhvsRYT,,
PATTERN:1Fe,1Fe4zj67rxF7R8MDsPYKe71yS4SgT9Wdcw,,
PATTERN:1Fe,1Fe59nJwUWemoQMjzy5MUdx8SG9ZEJLaAn,,
PATTERN:1Fe,1Fe5qEfotrVCpEVccZXgsVZ6qgHzMvYU2Q,,
PATTERN:1Fe,1Fe65pNWCg6HBhxXFj5e6HFcJ6LmPxsuJ6,,
PATTERN:1Fe,1Fe91jCvfu8wYF83WyQ7R7HK5KDNpuHLgF,,
PATTERN:1Fe,1Fe96y7kVE8PAkd17D9H18yeekAM9xkVAF,,
PATTERN:1Fe,1Fe9b97JL5z2wTW81RdLu7GmcxYtaH8TUY,,
PATTERN:1Fe,1FeA6zq2J8wcHMQhUNDASUoRuxiJNbqB35,,
PATTERN:1Fe,1FeAjyAwFeSdfn1g8ydHUZPfqzmcJfr9Ea,,
PATTERN:1Fe,1FeAsmbgwoTneVNeWCUKxkQx4DgJT95obA,,
PATTERN:1Fe,1FeCGepFKj2msCgM7Mq4zkSNY3LsArwro2,,
PATTERN:1Fe,1FeCUAFDD2Kxk6FLfr4P7HB872dTkSWBeF,,
PATTERN:1Fe,1FeCuHnQHj7gpaiKsfcwbPX13PS2ascGuv,,
PATTERN:1Fe,1FeD3EACAemwtUDUtwmjRAJ5h84Gpz6B1W,,
PATTERN:1Fe,1FeDGsM3EUmMqVjPVrGAdMNwerT3ZB5vod,,
PATTERN:1Fe,1FeE3CjSYew9gXJ1WRyeePZV71ivcZ94cj,,
PATTERN:1Fe,1FeEG5EGmv5ya3DykBiWjXN556yC685Jo8,,
PATTERN:1Fe,1FeEysF663tCmxAkRZySYxXpFoQ9xjdqSv,,
PATTERN:1Fe,1FeGFs2m3ZWF1YSFkfk2Yu73GNBB8MSeZE,,
PATTERN:1Fe,1FeGUm81UXt8ty4wHbhURVzKtU9bo6g66B,,
PATTERN:1Fe,1FeGfZhzhkn9mu6KnPeR3urFkRRPYJsifX,,
PATTERN:1Fe,1FeGkjDQxohVBnQY4Hzm6FNgJzinrBZoEy,,
PATTERN:1Fe,1FeHHV29d8umFcypa7M8hf6u8QJgL4Nqpf,,
PATTERN:1Fe,1FeJhVgq83sF5hzWAgpnyajQMdBFbUiSdC,,
PATTERN:1Fe,1FeKPZbfcJZoeTucrspioSR4u5JMZSZMrP,,
PATTERN:1Fe,1FeL7DvToJvBp82KHovZU92jUD84uhqZ8q,,
PATTERN:1Fe,1FeLjuyrS2ip8kv4fVSh3NA7hmZP3Tt5Gt,,
PATTERN:1Fe,1FeMYTE8Fv1zPUzymrGCVVXJi82fPWPiSr,,
PATTERN:1Fe,1FeNWcXRpPDjrDwR3RC3Nh1xajeSodtGZu,,
PATTERN:1Fe,1FePawah7RR4jWHcCgTi4y19xobxHWyVze,,
PATTERN:1Fe,1FeQ28WZSuWjGRjWDcpkGqw52BQVLcB9VG,,
PATTERN:1Fe,1FeQSiovWS7fgpm2Y8qy6cxCfCJCkHgi6V,,
PATTERN:1Fe,1FeQjdJaG4APbkQeczf9YTW9xNoEwmQwdg,,
PATTERN:1Fe,1FeQx6T2FWQm5wdvx8iwGo3zv7VHFk4YM4,,
PATTERN:1Fe,1FeQyb9US15GzRPxFwYNzSW97F6aYSbouB,,
PATTERN:1Fe,1FeR7Nt65etL5FFYcdWBUvq1KpyrSGLSs5,,
PATTERN:1Fe,1FeSy4gYj6GW5sANeDyxkuuJSM8zg7KzRk,,
PATTERN:1Fe,1FeTN6KNpj5Ttvk8QSbvPzmrQ4ZoPQ13SV,,
PATTERN:1Fe,1FeUozLK6AVaGRL8CbncT8qXaFNUjvVH8a,,
PATTERN:1Fe,1FeWcG9Nk2fjL9dr6cnp2P8UYRCgnPh8Wt,,
PATTERN:1Fe,1FeWsFENmMS25tXPGQ2p6qear8bEh71QMx,,
PATTERN:1Fe,1FeWyUE2u5LTAVciPzoHXmdKsVtuaY8CQa,,
PATTERN:1Fe,1FeX7tdZMGjTc1iMHLmcZgs3UbhAV8moXe,,
PATTERN:1Fe,1FeXWGWTQ1MMsT1yetvUnSqyntNrroVdXL,,
PATTERN:1Fe,1FeYFksdVRVf2QBFbBDVH4ckzKuyvXb3yR,,
PATTERN:1Fe,1FeZtHnzKYhgrjxK5rzd5DqQqu2TS2pCK6,,
PATTERN:1Fe,1FeaZmKxQt4QU8fU6GaVhaH1FLwQnEBEpg,,
PATTERN:1Fe,1Feay2aPqYJ6RUJxAyawk9jwTTvG1HQq7g,,
PATTERN:1Fe,1Fec9VvLnjp5KqFBSCj7ui4ANCsGzehmp1,,
PATTERN:1Fe,1FecJAnQKb45MpwvJ12bRXpUNE5C93JqbN,,
PATTERN:1Fe,1FecWzuqz4TxwcZY3hv8ar2LggSDLxShC6,,
PATTERN:1Fe,1FecXmuJY56kQqqV2qRzGbUjN7nP2HvT9n,,
PATTERN:1Fe,1FecvVbEAx5i5xuoDFX8dShE6mSKUSuoM2,,
PATTERN:1Fe,1FedH8rgchSWBcn1doVX5JYeJAhjVkwM8q,,
PATTERN:1Fe,1FedeoCNqpnU9EaxLpzB671Vt97tKQJh2j,,
PATTERN:1Fe,1Feev67GRysi53ZwDjvPEf1UYD8xbyhgS6,,
PATTERN:1Fe,1Fef46QdQCoi71ARu1ZpUN2RC9v9TzWgH9,,
PATTERN:1Fe,1FegfvA3wdUpFUCadL8RN2ZwNZFFzg93rc,,
PATTERN:1Fe,1FehX1gp1KeoBkgqhZvHei29NP5gKzHaVa,,
PATTERN:1Fe,1FeiCyGVegHbKgFLeJPGRYicGdqdMopRB3,,
PATTERN:1Fe,1FeivtrLNYR5rCQwdzTuGs8YTahxRwzKXZ,,
PATTERN:1Fe,1FejxBgrHh8jfcRHWj13eVHdLcuJ1jTDHR,,
PATTERN:1Fe,1Fek4Wuj1sbKNhpqMVHn2feVSoatLDFg7V,,
PATTERN:1Fe,1Fek7AEnPoRh8KJxURHYPteKk9FXb2buki,,
PATTERN:1Fe,1FekZkYuf44ZLtMFcTDX4GkRcs2EJoiWtg,,
PATTERN:1Fe,1FektjuZc83S1Upt9hhS3vp9xAKhiHPw8R,,
PATTERN:1Fe,1FemnKKqjBasnkDiLQpmfghoUk7Nkt5E32,,
PATTERN:1Fe,1FenDtwGzH4FcPEbkJhFEfZUD5ETbmFZht,,
PATTERN:1Fe,1FenQSAqhtY5nfKSpdHoFBWH1uhRpiyZv4,,
PATTERN:1Fe,1FepyqHmjHAwNoLqtPej7DUypju3D64yFy,,
PATTERN:1Fe,1Fer3tE8f3x6jbzkiZVijEFxKiCEdwJgRp,,
PATTERN:1Fe,1FerCvYnPPDeszPEa4EJzqGHmkz2espYGh,,
PATTERN:1Fe,1FerCxwSQ34zmLcJrY6KRufGuukDraC8d2,,
PATTERN:1Fe,1FesaVfieGCahFD46AEaGQvdPoiBcBEx3U,,
PATTERN:1Fe,1FesbuFUXXdGY1b4b3hSVQqfapaXR2vv75,,
PATTERN:1Fe,1Fesij1aFqUKVccDSDh1f59hqN4HmuVdac,,
PATTERN:1Fe,1FetGSjKKk6ygiRvDDdzUhFJX1X3BQpZKM,,
PATTERN:1Fe,1FetUQ3NbsommRJtn4ggdUzdLPHLL6ssAy,,
PATTERN:1Fe,1FetdkJ4kCCikKEnz3iZMXffHjQN1cCHxW,,
PATTERN:1Fe,1FevGAVfjNqLT77ja6Axj8gbE7sNtz3GrY,,
PATTERN:1Fe,1Few5SSQbvW9Tdyi11m6N5JgezYYuDTr7u,,
PATTERN:1Fe,1Fezg5gCnJJNbDUNy35L5euvonZd3k81xR,,
PATTERN:1Fe,1Fezk5rjtiikwyri1MJauptCFeCY4iSBjY,,
PATTERN:1Fe,1FezqVZPYvdKndfbfNke3YJN94bbs1dfGE,,
PATTERN:1PS,1PSrHXTZrW4UPpB7sqyt24nnNbXjcGa3M,,
PATTERN:1PS,1PSsGUytvKEJRrdCAjwbvigM3XQvDe1fX,,
PATTERN:1PS,1PS17nsTa9NUkSZatU7YiCtmkp7ArNwLCo,,
PATTERN:1PS,1PS1KAw85gje85WkW3C63dFtiPJnAmvMJ3,,
PATTERN:1PS,1PS3i2ZU5E8nmvR9v9qCVX7sW3QN7VqjG2,,
PATTERN:1PS,1PS3u6uaL5DJWvHprprf4DXw2bdPNBKz7m,,
PATTERN:1PS,1PS4FbRmToyTqXD2vxmvgAYsrLGymW4MG8,,
PATTERN:1PS,1PS4ZR5Qko6apig44Xe16h8fKq4z9htPk8,,
PATTERN:1PS,1PS4mpTRnHhkuct812ryq6rB18BWptPuct,,
PATTERN:1PS,1PS56yPtnjD8X7hm2VCZYpkF1DgQE3hCLu,,
PATTERN:1PS,1PS69nEj5tvPbnZ5DgDRbQdWRS6tk7hH7r,,
PATTERN:1PS,1PS6NT95Wcc27gtBiLDfbW6WxCS5VxaeQW,,
PATTERN:1PS,1PS6fW1wXYK4MRpDeDvkLsy2PALEALcZgQ,,
PATTERN:1PS,1PS7GR18S5WcUNg9UcL5Zqax6aPZ471SsG,,
PATTERN:1PS,1PS7LE36Jc1pTBCRGAtRLpffdn3UDJed4W,,
PATTERN:1PS,1PS88bgtNM5esFmgLF64T9uynDEUupD4pT,,
PATTERN:1PS,1PS8Ak3Jqc7VCUzdHYccfE5viTuGW8fmPK,,
PATTERN:1PS,1PS8QeJ1QL3PiNsHSpz1W3KmuvqvWWpu5H,,
PATTERN:1PS,1PS8b58QWGsRmF84ibFNhj4Uv39F6hUhx6,,
PATTERN:1PS,1PS92usjPyUSMqKKtK2vLgmPtiQgJ2ajnx,,
PATTERN:1PS,1PS9ajXPw7FmGbasSMBykuqPT3nooTuG9d,,
PATTERN:1PS,1PSADCniZiNYmyin5aTJ7MTit9GF6xLS7m,,
PATTERN:1PS,1PSAEwGCs8GiHXN6mNy2S5ndmtiYKXuFP9,,
PATTERN:1PS,1PSBPzxzAQwxH4XQX1hKMf1pA2P69x84e3,,
PATTERN:1PS,1PSBV2k5XzTUUC1N614B2zw5FEntXBQxP9,,
PATTERN:1PS,1PSBqYJsQ7kqRdHeAdXaUYG6t1mH35KCbd,,
PATTERN:1PS,1PSBwoKSnB9DnyVf46Gjy2zFZ5JE8NquQB,,
PATTERN:1PS,1PSC2CRsD18mDTZotHwk8LQ4QQgVQRE9NV,,
PATTERN:1PS,1PSC5TQ7jFVPAQKdEf6GFaQUh8oiFoXER6,,
PATTERN:1PS,1PSDJShriFbFbv9nFamz2RcpsFb7NqoeCJ,,
PATTERN:1PS,1PSEBZaM9EgqYFBQn6FuEC8xbHJtGiuETn,,
PATTERN:1PS,1PSFaLXA3Ge3o14GZsqzv95if2nQihLUQp,,
PATTERN:1PS,1PSFjmKGh1Sbq6y5iw7rVxMxs2FzmeSn43,,
PATTERN:1PS,1PSGChG2kheoo6KQmXJH7bMJqR16y9fXPm,,
PATTERN:1PS,1PSGZ6S769cwWLTwAcE8mP43B2Da1aBqfP,,
PATTERN:1PS,1PSGeNt2ropdYFhKcbcsPnU4vSgGKScyn6,,
PATTERN:1PS,1PSJ1Sq1eRandDqqCwrJ2pPL6Egw3x5pbH,,
PATTERN:1PS,1PSJQ9EEX9mmQrbexAsaWbwbVmHVTWpq1C,,
PATTERN:1PS,1PSJZuGqRTGGmVXzDqX7JneKLED8LgZRWT,,
PATTERN:1PS,1PSJeD4AEbvzzwo7TXF8PBE1CsZTwwNC8J,,
PATTERN:1PS,1PSL9h2GuTQYFhsThpFXuN7trU1NGZqtAo,,
PATTERN:1PS,1PSLMsuv7QGk2YqHJ3NmbcrvureJicTYdH,,
PATTERN:1PS,1PSLfa1oWRjHzLnTSnAot7aNYXiHm6apWy,,
PATTERN:1PS,1PSMKTtGTgCwq4Ftr8koKJhiR3xTX8M9Rk,,
PATTERN:1PS,1PSP4q1WbDo5Ji9BLR3qKkVeechVDM2fFv,,
PATTERN:1PS,1PSPBgASCTvef1py7q9JhZgebqjxdvwLpG,,
PATTERN:1PS,1PSPEwebCFdwwRYs5jnYEBujHvM8AUFAEZ,,
PATTERN:1PS,1PSPTGqjp6CMn34vHD3Luk4wg6xrepsHXZ,,
PATTERN:1PS,1PSPtxh2ryggz21sAZC96uxQ6F5cDGxfzF,,
PATTERN:1PS,1PSQ2dcQ4CUozWK5xEhwE8EMQtSX3bcnw9,,
PATTERN:1PS,1PSQMtkgkXE1JPtkGwYYwGSyoecEFvYLmn,,
PATTERN:1PS,1PSSR9E1ne6d2cXZzEMPnNr8YxDt3nriwr,,
PATTERN:1PS,1PSUH46qfKrHQYmicwGTN8YYWasuZP1bgj,,
PATTERN:1PS,1PSVUDVGu8XyXCbBZcMTs3dgRE5VBuFnJu,,
PATTERN:1PS,1PSVeGsndq7VF75Mq2aGDkF7PWMqyWNKru,,
PATTERN:1PS,1PSWSngsfcMCF6g6WBmcbD6naCKSjkyp3Z,,
PATTERN:1PS,1PSXo76zKL5Hk7pXBRWL5EB3jvoP2GumHo,,
PATTERN:1PS,1PSXzKVqKiHiVMWPZHw6hvaA8TH9by74zR,,
PATTERN:1PS,1PSamK6kVYrt9ZHJr4zgM3AyEpqn7DxTkc,,
PATTERN:1PS,1PSbnSF1NPtB4MG8aj2KLas7v6jzYVgE4n,,
PATTERN:1PS,1PSbog4iAAqRxL7uCFoFEJmh5kdKqA7qjW,,
PATTERN:1PS,1PSbpbXXsRQQAoCMcRqZoCsNmExtKZM8ZW,,
PATTERN:1PS,1PScY7949MDzf7sinApkTQaX35aUFBeeUN,,
PATTERN:1PS,1PSccxA9F66HyYYQJHuBbj3pVgudqcFSuq,,
PATTERN:1PS,1PSd4ZRef6pm5eUQPsNsjdqeQh77CJtvHU,,
PATTERN:1PS,1PSe2ECRnFhuZxZo8EWhR1Te8xqSD7oyqW,,
PATTERN:1PS,1PSeeMtcvLYEWLehFEdfZ1muXvzgrAvTxo,,
PATTERN:1PS,1PSfmKGGwxzQXpcKAKnxJUqhQ94W513XBf,,
PATTERN:1PS,1PSgS27FmFqBprYn8TcS5LPyHnDhQxLetr,,
PATTERN:1PS,1PSgv4gsYKu4GbSNFRxCcgZMh229EwGR6W,,
PATTERN:1PS,1PShMHqZYDdSUMcuxC286pzxjnxpVVh3oR,,
PATTERN:1PS,1PSid8N3Lb22q56YEJzbJcrgcV64bxiVA7,,
PATTERN:1PS,1PSiiy393cxzKejpEfFKgpsXC2w2bAEud4,,
PATTERN:1PS,1PSjM73FrvEqYFMnFxdWtdYHRq9jbEhbB1,,
PATTERN:1PS,1PSjRXCpjyMACziYLVoFEuD9MLyHk9iYip,,
PATTERN:1PS,1PSk36vzJ9sWi7cwoJmRJgpaPG3TUH93v4,,
PATTERN:1PS,1PSmHDzqTdRnXtCmHdmcU1W5hJHZjbGPcF,,
PATTERN:1PS,1PSmbcirAPW6FKRJpobEmcivmDJKRXdLwG,,
PATTERN:1PS,1PSmvMKT715oh8Ey5HeJhjpaJGfnMfrp8x,,
PATTERN:1PS,1PSn1ajYPVAJ78wK5e2vK3FxXQKugCbsp1,,
PATTERN:1PS,1PSnKeVYtaGTJcyNCKsZgjcCDoC6tRaxqY,,
PATTERN:1PS,1PSpGUvcxwF6tNNudvVZMGcZNgqscEVeBA,,
PATTERN:1PS,1PSpWqLoZVixevAY18dJmwk8gqyAcfaipz,,
PATTERN:1PS,1PSr3rvmgcYyK42qC2t1H5rBvcbTXExoRr,,
PATTERN:1PS,1PStcu5xjUhrwQcNcfnAysMupFLbMKonYs,,
PATTERN:1PS,1PSuNcGQS2vChXxwjj5P6B6RE3jnBLUWmq,,
PATTERN:1PS,1PSuQqBAU21QUrePoKKn8264PQajgVsdL6,,
PATTERN:1PS,1PSuVNCVRmAKpW7wjvsN2ZKnFVyKbiQEN5,,
PATTERN:1PS,1PSvhanMNhiN51BHTx8F2aBxffkRZHtTCS,,
PATTERN:1PS,1PSwBKKauqBFy1zAaEswnkpFw6maF1PWHA,,
PATTERN:1PS,1PSwHkCYQAaQ9B2ZojFyTBPr425FN4T1Jd,,
PATTERN:1PS,1PSwKfuK1R98hJnJXHm4KNchLbei4kGLDW,,
PATTERN:1PS,1PSwjm9kB3VxDCmWw1uij3iRa7QGt768aQ,,
PATTERN:1PS,1PSxTMA6yKesGhfvCKDqqzRVpiC1ZSm5iD,,
PATTERN:1PS,1PSydmPB7T3fGszGSFaGwnsdSuhecPqxe8,,
PATTERN:1PS,1PSyiW8ZCLPhQDkpdPhBMWk5pGwd8nKxW8,,
PATTERN:12c,12c1XFRngnju8PUkEZUpKPrnZdf9Dv3Gud,,
PATTERN:12c,12c1XFRngnju8PUkEZUpKPrnZdf9Dv3Gud,,
PATTERN:12c,12c1gYkthEjgF1cQPRVEd5oUfExDxfnr2N,,
PATTERN:12c,12c1gYkthEjgF1cQPRVEd5oUfExDxfnr2N,,
PATTERN:12c,12c2W4cicYmfpzTZvBLXRusB4PkW9cFs3P,,
PATTERN:12c,12c2W4cicYmfpzTZvBLXRusB4PkW9cFs3P,,
PATTERN:12c,12c2eSZcC7GxX4gbC922LLGKTBb8a5AB4t,,
PATTERN:12c,12c2eSZcC7GxX4gbC922LLGKTBb8a5AB4t,,
PATTERN:12c,12c31VgKJeEfBwUN8hV7Bx8A7MgQXEMRua,,
PATTERN:12c,12c31VgKJeEfBwUN8hV7Bx8A7MgQXEMRua,,
PATTERN:12c,12c3QxLpvgsrtLyA3QyvmSwc18mUnJMGSv,,
PATTERN:12c,12c3QxLpvgsrtLyA3QyvmSwc18mUnJMGSv,,
PATTERN:12c,12c3wzNGGv1bikupsHs6kQNa7PEFzn8gGH,,
PATTERN:12c,12c3wzNGGv1bikupsHs6kQNa7PEFzn8gGH,,
PATTERN:12c,12c5TZrXd4x4jwjfgYbDeAHL3n4nVrJ5BE,,
PATTERN:12c,12c5TZrXd4x4jwjfgYbDeAHL3n4nVrJ5BE,,
PATTERN:12c,12c5Zv4E9c28f8nC4EX2VehUefWLWEMc1L,,
PATTERN:12c,12c5Zv4E9c28f8nC4EX2VehUefWLWEMc1L,,
PATTERN:12c,12c6HbyGbbpfELRqrMyrmjiS59CqqPaw6R,,
PATTERN:12c,12c6HbyGbbpfELRqrMyrmjiS59CqqPaw6R,,
PATTERN:12c,12c6ejYfhAJRugpsyWhQzHo69jzAPsCQBj,,
PATTERN:12c,12c6ejYfhAJRugpsyWhQzHo69jzAPsCQBj,,
PATTERN:12c,12c6oM2CCDgyGCH3SR9VFg4bRJHtHL5a5f,,
PATTERN:12c,12c6oM2CCDgyGCH3SR9VFg4bRJHtHL5a5f,,
PATTERN:12c,12c7FkvonMQF6e1B4JKb2hhiJWRWcphCmW,,
PATTERN:12c,12c7FkvonMQF6e1B4JKb2hhiJWRWcphCmW,,
PATTERN:12c,12c7aaui2XFJf9HuFvMCCYk7Rv9tNmxKsp,,
PATTERN:12c,12c7aaui2XFJf9HuFvMCCYk7Rv9tNmxKsp,,
PATTERN:12c,12c87otAiiQKxTnqcRD9QWoyGzdae2HhLa,,
PATTERN:12c,12c87otAiiQKxTnqcRD9QWoyGzdae2HhLa,,
PATTERN:12c,12c8PV55QezVw9sxsbdD54NcwMXGuxJgmJ,,
PATTERN:12c,12c8PV55QezVw9sxsbdD54NcwMXGuxJgmJ,,
PATTERN:12c,12cD1ZHMKvE5GtDsUvqipbndkSAL9iBeP5,,
PATTERN:12c,12cD1ZHMKvE5GtDsUvqipbndkSAL9iBeP5,,
PATTERN:12c,12cDnGpC4gxpSDqMRvd9sKCqC74bqDSG62,,
PATTERN:12c,12cDnGpC4gxpSDqMRvd9sKCqC74bqDSG62,,
